Year,Month,For Lifeline Customers,kWh Consumption,Generation Charge,Previous Months Adjustment on Generation Cost,Previous Years Adjustment,Power Act Reduction,Transmission Charge,System Loss Charge,Distribution Charge,Distribution Rate True-UP,Supply Charge,Supply Cust Charge,Metering Charge,Metering Cust Charge,Reset Cost Adj,Lifeline Discount,Lifeline Rate Subsidy,Snr. Citizen Subsidy,Cross Subsidy Charge,CERA Refund,Current RPT,Local Franchise Tax,VAT,Energy Tax,Universal Charge,FIT-All Renewable,Total Bill
2012,6,False,500,6.1375,0.0620,,(0.0024),1.0566,0.7396,2.3096,,0.5475,0.0360,0.3664,0.0100,,,0.1103,0.0001,0.0103,,,0.0569,1.1920,,0.1188,,12.7512
2012,6,False,600,6.1375,0.0620,,(0.0024),1.0566,0.7396,2.3096,,0.5475,0.0300,0.3664,0.0083,,,0.1103,0.0001,0.0103,,,0.0569,1.1911,,0.1188,,12.7426
2012,6,False,700,6.1375,0.0620,,(0.0024),1.0566,0.7396,2.3096,,0.5475,0.0257,0.3664,0.0071,,,0.1103,0.0001,0.0103,,,0.0569,1.1904,0.0071,0.1188,,12.7436
2012,6,False,800,6.1375,0.0620,,(0.0024),1.0566,0.7396,2.3096,,0.5475,0.0225,0.3664,0.0063,,,0.1103,0.0001,0.0103,,,0.0568,1.1899,0.0188,0.1188,,12.7506
2012,6,False,900,6.1375,0.0620,,(0.0024),1.0566,0.7396,2.3096,,0.5475,0.0200,0.3664,0.0056,,,0.1103,0.0001,0.0103,,,0.0568,1.1895,0.0278,0.1188,,12.7560
2012,6,False,1000,6.1375,0.0620,,(0.0024),1.0566,0.7396,2.3096,,0.5475,0.0180,0.3664,0.0050,,,0.1103,0.0001,0.0103,,,0.0568,1.1892,0.0350,0.1188,,12.7603
2012,6,False,1500,6.1375,0.0620,,(0.0024),1.0566,0.7396,2.3096,,0.5475,0.0120,0.3664,0.0033,,,0.1103,0.0001,0.0103,,,0.0568,1.1883,0.0900,0.1188,,12.8067
2012,6,False,3000,6.1375,0.0620,,(0.0024),1.0566,0.7396,2.3096,,0.5475,0.0060,0.3664,0.0017,,,0.1103,0.0001,0.0103,,,0.0567,1.1874,0.2200,0.1188,,12.9281
2012,6,False,5000,6.1375,0.0620,,(0.0024),1.0566,0.7396,2.3096,,0.5475,0.0036,0.3664,0.0010,,,0.1103,0.0001,0.0103,,,0.0567,1.1870,0.2720,0.1188,,12.9766
2012,7,True,50,6.4549,0.0620,,(0.0026),0.9955,0.7626,1.1945,,0.5950,0.3914,0.4003,0.1000,,(5.4471),,,0.0103,,,0.0276,0.4630,,0.1188,,6.1261
2012,7,True,70,6.4549,0.0620,,(0.0026),0.9955,0.7626,1.1945,,0.5950,0.2796,0.4003,0.0714,,(3.7638),,,0.0103,,,0.0353,0.6490,,0.1188,,7.8628
2012,7,True,100,6.4549,0.0620,,(0.0026),0.9955,0.7626,1.1945,,0.5950,0.1957,0.4003,0.0500,,(2.1297),,,0.0103,,,0.0429,0.8334,,0.1188,,9.5836
2012,7,False,200,6.4549,0.0620,,(0.0026),0.9955,0.7626,1.1945,,0.5950,0.0979,0.4003,0.0250,,,0.1156,0.0001,0.0103,,,0.0536,1.0894,,0.1188,,11.9728
2012,7,False,300,6.4549,0.0620,,(0.0026),0.9955,0.7626,1.5518,,0.5950,0.0652,0.4003,0.0167,,,0.1156,0.0001,0.0103,,,0.0551,1.1275,,0.1188,,12.3289
2012,7,False,400,6.4549,0.0620,,(0.0026),0.9955,0.7626,1.8890,,0.5950,0.0489,0.4003,0.0125,,,0.1156,0.0001,0.0103,,,0.0567,1.1657,,0.1188,,12.6854
2012,7,False,500,6.4549,0.0620,,(0.0026),0.9955,0.7626,2.4763,,0.5950,0.0391,0.4003,0.0100,,,0.1156,0.0001,0.0103,,,0.0596,1.2351,,0.1188,,13.3326
2012,7,False,600,6.4549,0.0620,,(0.0026),0.9955,0.7626,2.4763,,0.5950,0.0326,0.4003,0.0083,,,0.1156,0.0001,0.0103,,,0.0596,1.2341,,0.1188,,13.3234
2012,7,False,700,6.4549,0.0620,,(0.0026),0.9955,0.7626,2.4763,,0.5950,0.0280,0.4003,0.0071,,,0.1156,0.0001,0.0103,,,0.0595,1.2334,0.0071,0.1188,,13.3240
2012,7,False,800,6.4549,0.0620,,(0.0026),0.9955,0.7626,2.4763,,0.5950,0.0245,0.4003,0.0063,,,0.1156,0.0001,0.0103,,,0.0595,1.2329,0.0188,0.1188,,13.3306
2012,7,False,900,6.4549,0.0620,,(0.0026),0.9955,0.7626,2.4763,,0.5950,0.0217,0.4003,0.0056,,,0.1156,0.0001,0.0103,,,0.0595,1.2324,0.0278,0.1188,,13.3358
2012,7,False,1000,6.4549,0.0620,,(0.0026),0.9955,0.7626,2.4763,,0.5950,0.0196,0.4003,0.0050,,,0.1156,0.0001,0.0103,,,0.0595,1.2321,0.0350,0.1188,,13.3400
2012,7,False,1500,6.4549,0.0620,,(0.0026),0.9955,0.7626,2.4763,,0.5950,0.0130,0.4003,0.0033,,,0.1156,0.0001,0.0103,,,0.0594,1.2311,0.0900,0.1188,,13.3857
2012,7,False,3000,6.4549,0.0620,,(0.0026),0.9955,0.7626,2.4763,,0.5950,0.0065,0.4003,0.0017,,,0.1156,0.0001,0.0103,,,0.0594,1.2301,0.2200,0.1188,,13.5065
2012,7,False,5000,6.4549,0.0620,,(0.0026),0.9955,0.7626,2.4763,,0.5950,0.0039,0.4003,0.0010,,,0.1156,0.0001,0.0103,,,0.0594,1.2297,0.2720,0.1188,,13.5548
2012,8,True,50,6.7397,0.0620,,(0.0011),0.9809,0.7777,1.1945,,0.5950,0.3914,0.4003,0.1000,,(5.5898),,,0.0103,,,0.0283,0.4250,,0.1188,,6.2330
2012,8,True,70,6.7397,0.0620,,(0.0011),0.9809,0.7777,1.1945,,0.5950,0.2796,0.4003,0.0714,,(3.8637),,,0.0103,,,0.0362,0.6162,,0.1188,,8.0178
2012,8,True,100,6.7397,0.0620,,(0.0011),0.9809,0.7777,1.1945,,0.5950,0.1957,0.4003,0.0500,,(2.1868),,,0.0103,,,0.0441,0.8057,,0.1188,,9.7869
2012,8,False,200,6.7397,0.0620,,(0.0011),0.9809,0.7777,1.1945,,0.5950,0.0979,0.4003,0.0250,,,0.1419,0.0001,0.0103,,,0.0551,1.0718,,0.1188,,12.2698
2012,8,False,300,6.7397,0.0620,,(0.0011),0.9809,0.7777,1.5518,,0.5950,0.0652,0.4003,0.0167,,,0.1419,0.0001,0.0103,,,0.0567,1.1099,,0.1188,,12.6259
2012,8,False,400,6.7397,0.0620,,(0.0011),0.9809,0.7777,1.8890,,0.5950,0.0489,0.4003,0.0125,,,0.1419,0.0001,0.0103,,,0.0583,1.1481,,0.1188,,12.9824
2012,8,False,500,6.7397,0.0620,,(0.0011),0.9809,0.7777,2.4763,,0.5950,0.0391,0.4003,0.0100,,,0.1419,0.0001,0.0103,,,0.0612,1.2175,,0.1188,,13.6297
2012,8,False,600,6.7397,0.0620,,(0.0011),0.9809,0.7777,2.4763,,0.5950,0.0326,0.4003,0.0083,,,0.1419,0.0001,0.0103,,,0.0611,1.2165,,0.1188,,13.6204
2012,8,False,700,6.7397,0.0620,,(0.0011),0.9809,0.7777,2.4763,,0.5950,0.0280,0.4003,0.0071,,,0.1419,0.0001,0.0103,,,0.0611,1.2158,0.0071,0.1188,,13.6210
2012,8,False,800,6.7397,0.0620,,(0.0011),0.9809,0.7777,2.4763,,0.5950,0.0245,0.4003,0.0063,,,0.1419,0.0001,0.0103,,,0.0611,1.2152,0.0188,0.1188,,13.6277
2012,8,False,900,6.7397,0.0620,,(0.0011),0.9809,0.7777,2.4763,,0.5950,0.0217,0.4003,0.0056,,,0.1419,0.0001,0.0103,,,0.0611,1.2148,0.0278,0.1188,,13.6329
2012,8,False,1000,6.7397,0.0620,,(0.0011),0.9809,0.7777,2.4763,,0.5950,0.0196,0.4003,0.0050,,,0.1419,0.0001,0.0103,,,0.0610,1.2145,0.0350,0.1188,,13.6370
2012,8,False,1500,6.7397,0.0620,,(0.0011),0.9809,0.7777,2.4763,,0.5950,0.0130,0.4003,0.0033,,,0.1419,0.0001,0.0103,,,0.0610,1.2135,0.0900,0.1188,,13.6828
2012,8,False,3000,6.7397,0.0620,,(0.0011),0.9809,0.7777,2.4763,,0.5950,0.0065,0.4003,0.0017,,,0.1419,0.0001,0.0103,,,0.0610,1.2125,0.2200,0.1188,,13.8036
2012,8,False,5000,6.7397,0.0620,,(0.0011),0.9809,0.7777,2.4763,,0.5950,0.0039,0.4003,0.0010,,,0.1419,0.0001,0.0103,,,0.0609,1.2121,0.2720,0.1188,,13.8519
2012,9,True,50,5.3965,0.0620,,(0.0011),0.8364,0.6174,1.1945,,0.5950,0.3914,0.4003,0.1000,,(4.7658),,,0.0103,,,0.0242,0.4361,,0.1188,,5.4160
2012,9,True,70,5.3965,0.0620,,(0.0011),0.8364,0.6174,1.1945,,0.5950,0.2796,0.4003,0.0714,,(3.2869),,,0.0103,,,0.0309,0.5975,,0.1188,,6.9226
2012,9,True,100,5.3965,0.0620,,(0.0011),0.8364,0.6174,1.1945,,0.5950,0.1957,0.4003,0.0500,,(1.8572),,,0.0103,,,0.0375,0.7572,,0.1188,,8.4133
2012,9,False,200,5.3965,0.0620,,(0.0011),0.8364,0.6174,1.1945,,0.5950,0.0979,0.4003,0.0250,,,0.1576,0.0001,0.0103,,,0.0470,0.9854,,0.1188,,10.5430
2012,9,False,300,5.3965,0.0620,,(0.0011),0.8364,0.6174,1.5518,,0.5950,0.0652,0.4003,0.0167,,,0.1576,0.0001,0.0103,,,0.0485,1.0235,,0.1188,,10.8991
2012,9,False,400,5.3965,0.0620,,(0.0011),0.8364,0.6174,1.8890,,0.5950,0.0489,0.4003,0.0125,,,0.1576,0.0001,0.0103,,,0.0501,1.0617,,0.1188,,11.2556
2012,9,False,500,5.3965,0.0620,,(0.0011),0.8364,0.6174,2.4763,,0.5950,0.0391,0.4003,0.0100,,,0.1576,0.0001,0.0103,,,0.0530,1.1311,,0.1188,,11.9028
2012,9,False,600,5.3965,0.0620,,(0.0011),0.8364,0.6174,2.4763,,0.5950,0.0326,0.4003,0.0083,,,0.1576,0.0001,0.0103,,,0.0530,1.1301,,0.1188,,11.8936
2012,9,False,700,5.3965,0.0620,,(0.0011),0.8364,0.6174,2.4763,,0.5950,0.0280,0.4003,0.0071,,,0.1576,0.0001,0.0103,,,0.0529,1.1294,0.0071,0.1188,,11.8941
2012,9,False,800,5.3965,0.0620,,(0.0011),0.8364,0.6174,2.4763,,0.5950,0.0245,0.4003,0.0063,,,0.1576,0.0001,0.0103,,,0.0529,1.1288,0.0188,0.1188,,11.9008
2012,9,False,900,5.3965,0.0620,,(0.0011),0.8364,0.6174,2.4763,,0.5950,0.0217,0.4003,0.0056,,,0.1576,0.0001,0.0103,,,0.0529,1.1284,0.0278,0.1188,,11.9060
2012,9,False,1000,5.3965,0.0620,,(0.0011),0.8364,0.6174,2.4763,,0.5950,0.0196,0.4003,0.0050,,,0.1576,0.0001,0.0103,,,0.0529,1.1281,0.0350,0.1188,,11.9102
2012,9,False,1500,5.3965,0.0620,,(0.0011),0.8364,0.6174,2.4763,,0.5950,0.0130,0.4003,0.0033,,,0.1576,0.0001,0.0103,,,0.0528,1.1271,0.0900,0.1188,,11.9559
2012,9,False,3000,5.3965,0.0620,,(0.0011),0.8364,0.6174,2.4763,,0.5950,0.0065,0.4003,0.0017,,,0.1576,0.0001,0.0103,,,0.0528,1.1261,0.2200,0.1188,,12.0767
2012,9,False,5000,5.3965,0.0620,,(0.0011),0.8364,0.6174,2.4763,,0.5950,0.0039,0.4003,0.0010,,,0.1576,0.0001,0.0103,,,0.0528,1.1257,0.2720,0.1188,,12.1250
2012,10,True,50,5.4979,0.0620,,(0.0027),0.8796,0.6392,1.1945,,0.5950,0.3914,0.4003,0.1000,,(4.8490),,,0.0103,,,0.0246,0.4113,,0.1188,,5.4733
2012,10,True,70,5.4979,0.0620,,(0.0027),0.8796,0.6392,1.1945,,0.5950,0.2796,0.4003,0.0714,,(3.3451),,,0.0103,,,0.0314,0.5758,,0.1188,,7.0079
2012,10,True,100,5.4979,0.0620,,(0.0027),0.8796,0.6392,1.1945,,0.5950,0.1957,0.4003,0.0500,,(1.8904),,,0.0103,,,0.0382,0.7385,,0.1188,,8.5268
2012,10,False,200,5.4979,0.0620,,(0.0027),0.8796,0.6392,1.1945,,0.5950,0.0979,0.4003,0.0250,,,0.1288,0.0001,0.0103,,,0.0476,0.9672,,0.1188,,10.6615
2012,10,False,300,5.4979,0.0620,,(0.0027),0.8796,0.6392,1.5518,,0.5950,0.0652,0.4003,0.0167,,,0.1288,0.0001,0.0103,,,0.0492,1.0054,,0.1188,,11.0176
2012,10,False,400,5.4979,0.0620,,(0.0027),0.8796,0.6392,1.8890,,0.5950,0.0489,0.4003,0.0125,,,0.1288,0.0001,0.0103,,,0.0508,1.0436,,0.1188,,11.3741
2012,10,False,500,5.4979,0.0620,,(0.0027),0.8796,0.6392,2.4763,,0.5950,0.0391,0.4003,0.0100,,,0.1288,0.0001,0.0103,,,0.0537,1.1129,,0.1188,,12.0213
2012,10,False,600,5.4979,0.0620,,(0.0027),0.8796,0.6392,2.4763,,0.5950,0.0326,0.4003,0.0083,,,0.1288,0.0001,0.0103,,,0.0536,1.1119,,0.1188,,12.0121
2012,10,False,700,5.4979,0.0620,,(0.0027),0.8796,0.6392,2.4763,,0.5950,0.0280,0.4003,0.0071,,,0.1288,0.0001,0.0103,,,0.0536,1.1112,0.0071,0.1188,,12.0127
2012,10,False,800,5.4979,0.0620,,(0.0027),0.8796,0.6392,2.4763,,0.5950,0.0245,0.4003,0.0063,,,0.1288,0.0001,0.0103,,,0.0536,1.1107,0.0188,0.1188,,12.0193
2012,10,False,900,5.4979,0.0620,,(0.0027),0.8796,0.6392,2.4763,,0.5950,0.0217,0.4003,0.0056,,,0.1288,0.0001,0.0103,,,0.0536,1.1103,0.0278,0.1188,,12.0245
2012,10,False,1000,5.4979,0.0620,,(0.0027),0.8796,0.6392,2.4763,,0.5950,0.0196,0.4003,0.0050,,,0.1288,0.0001,0.0103,,,0.0536,1.1099,0.0350,0.1188,,12.0287
2012,10,False,1500,5.4979,0.0620,,(0.0027),0.8796,0.6392,2.4763,,0.5950,0.0130,0.4003,0.0033,,,0.1288,0.0001,0.0103,,,0.0535,1.1090,0.0900,0.1188,,12.0745
2012,10,False,3000,5.4979,0.0620,,(0.0027),0.8796,0.6392,2.4763,,0.5950,0.0065,0.4003,0.0017,,,0.1288,0.0001,0.0103,,,0.0535,1.1080,0.2200,0.1188,,12.1952
2012,10,False,5000,5.4979,0.0620,,(0.0027),0.8796,0.6392,2.4763,,0.5950,0.0039,0.4003,0.0010,,,0.1288,0.0001,0.0103,,,0.0535,1.1076,0.2720,0.1188,,12.2435
2012,11,True,50,5.6331,0.0314,,(0.0026),0.9677,0.6628,1.1945,,0.5950,0.3914,0.4003,0.1000,,(4.9724),,,0.0103,,,0.0251,0.4122,,0.1188,,5.5676
2012,11,True,70,5.6331,0.0314,,(0.0026),0.9677,0.6628,1.1945,,0.5950,0.2796,0.4003,0.0714,,(3.4315),,,0.0103,,,0.0321,0.5811,,0.1188,,7.1440
2012,11,True,100,5.6331,0.0314,,(0.0026),0.9677,0.6628,1.1945,,0.5950,0.1957,0.4003,0.0500,,(1.9398),,,0.0103,,,0.0390,0.7483,,0.1188,,8.7045
2012,11,False,200,5.6331,0.0314,,(0.0026),0.9677,0.6628,1.1945,,0.5950,0.0979,0.4003,0.0250,,,0.1321,0.0001,0.0103,,,0.0487,0.9834,,0.1188,,10.8985
2012,11,False,300,5.6331,0.0314,,(0.0026),0.9677,0.6628,1.5518,,0.5950,0.0652,0.4003,0.0167,,,0.1321,0.0001,0.0103,,,0.0503,1.0216,,0.1188,,11.2546
2012,11,False,400,5.6331,0.0314,,(0.0026),0.9677,0.6628,1.8890,,0.5950,0.0489,0.4003,0.0125,,,0.1321,0.0001,0.0103,,,0.0519,1.0598,,0.1188,,11.6111
2012,11,False,500,5.6331,0.0314,,(0.0026),0.9677,0.6628,2.4763,,0.5950,0.0391,0.4003,0.0100,,,0.1321,0.0001,0.0103,,,0.0548,1.1291,,0.1188,,12.2583
2012,11,False,600,5.6331,0.0314,,(0.0026),0.9677,0.6628,2.4763,,0.5950,0.0326,0.4003,0.0083,,,0.1321,0.0001,0.0103,,,0.0547,1.1281,,0.1188,,12.2491
2012,11,False,700,5.6331,0.0314,,(0.0026),0.9677,0.6628,2.4763,,0.5950,0.0280,0.4003,0.0071,,,0.1321,0.0001,0.0103,,,0.0547,1.1274,0.0071,0.1188,,12.2497
2012,11,False,800,5.6331,0.0314,,(0.0026),0.9677,0.6628,2.4763,,0.5950,0.0245,0.4003,0.0063,,,0.1321,0.0001,0.0103,,,0.0547,1.1269,0.0188,0.1188,,12.2563
2012,11,False,900,5.6331,0.0314,,(0.0026),0.9677,0.6628,2.4763,,0.5950,0.0217,0.4003,0.0056,,,0.1321,0.0001,0.0103,,,0.0547,1.1265,0.0278,0.1188,,12.2615
2012,11,False,1000,5.6331,0.0314,,(0.0026),0.9677,0.6628,2.4763,,0.5950,0.0196,0.4003,0.0050,,,0.1321,0.0001,0.0103,,,0.0547,1.1261,0.0350,0.1188,,12.2657
2012,11,False,1500,5.6331,0.0314,,(0.0026),0.9677,0.6628,2.4763,,0.5950,0.0130,0.4003,0.0033,,,0.1321,0.0001,0.0103,,,0.0546,1.1252,0.0900,0.1188,,12.3115
2012,11,False,3000,5.6331,0.0314,,(0.0026),0.9677,0.6628,2.4763,,0.5950,0.0065,0.4003,0.0017,,,0.1321,0.0001,0.0103,,,0.0546,1.1242,0.2200,0.1188,,12.4322
2012,11,False,5000,5.6331,0.0314,,(0.0026),0.9677,0.6628,2.4763,,0.5950,0.0039,0.4003,0.0010,,,0.1321,0.0001,0.0103,,,0.0546,1.1238,0.2720,0.1188,,12.4805
2012,12,True,50,5.4817,0.0314,,(0.0011),0.8590,0.6228,1.1945,,0.5950,0.3914,0.4003,0.1000,,(4.8224),,,0.0103,,,0.0243,0.4155,,0.1188,,5.4216
2012,12,True,70,5.4817,0.0314,,(0.0011),0.8590,0.6228,1.1945,,0.5950,0.2796,0.4003,0.0714,,(3.3265),,,0.0103,,,0.0311,0.5790,,0.1188,,6.9473
2012,12,True,100,5.4817,0.0314,,(0.0011),0.8590,0.6228,1.1945,,0.5950,0.1957,0.4003,0.0500,,(1.8798),,,0.0103,,,0.0378,0.7408,,0.1188,,8.4572
2012,12,False,200,5.4817,0.0314,,(0.0011),0.8590,0.6228,1.1945,,0.5950,0.0979,0.4003,0.0250,,,0.1331,0.0001,0.0103,,,0.0472,0.9687,,0.1188,,10.5847
2012,12,False,300,5.4817,0.0314,,(0.0011),0.8590,0.6228,1.5518,,0.5950,0.0652,0.4003,0.0167,,,0.1331,0.0001,0.0103,,,0.0488,1.0069,,0.1188,,10.9408
2012,12,False,400,5.4817,0.0314,,(0.0011),0.8590,0.6228,1.8890,,0.5950,0.0489,0.4003,0.0125,,,0.1331,0.0001,0.0103,,,0.0504,1.0451,,0.1188,,11.2973
2012,12,False,500,5.4817,0.0314,,(0.0011),0.8590,0.6228,2.4763,,0.5950,0.0391,0.4003,0.0100,,,0.1331,0.0001,0.0103,,,0.0533,1.1144,,0.1188,,11.9445
2012,12,False,600,5.4817,0.0314,,(0.0011),0.8590,0.6228,2.4763,,0.5950,0.0326,0.4003,0.0083,,,0.1331,0.0001,0.0103,,,0.0532,1.1134,,0.1188,,11.9353
2012,12,False,700,5.4817,0.0314,,(0.0011),0.8590,0.6228,2.4763,,0.5950,0.0280,0.4003,0.0071,,,0.1331,0.0001,0.0103,,,0.0532,1.1127,0.0071,0.1188,,11.9359
2012,12,False,800,5.4817,0.0314,,(0.0011),0.8590,0.6228,2.4763,,0.5950,0.0245,0.4003,0.0063,,,0.1331,0.0001,0.0103,,,0.0532,1.1122,0.0188,0.1188,,11.9425
2012,12,False,900,5.4817,0.0314,,(0.0011),0.8590,0.6228,2.4763,,0.5950,0.0217,0.4003,0.0056,,,0.1331,0.0001,0.0103,,,0.0532,1.1118,0.0278,0.1188,,11.9477
2012,12,False,1000,5.4817,0.0314,,(0.0011),0.8590,0.6228,2.4763,,0.5950,0.0196,0.4003,0.0050,,,0.1331,0.0001,0.0103,,,0.0532,1.1114,0.0350,0.1188,,11.9519
2012,12,False,1500,5.4817,0.0314,,(0.0011),0.8590,0.6228,2.4763,,0.5950,0.0130,0.4003,0.0033,,,0.1331,0.0001,0.0103,,,0.0531,1.1105,0.0900,0.1188,,11.9977
2012,12,False,3000,5.4817,0.0314,,(0.0011),0.8590,0.6228,2.4763,,0.5950,0.0065,0.4003,0.0017,,,0.1331,0.0001,0.0103,,,0.0531,1.1095,0.2200,0.1188,,12.1184
2012,12,False,5000,5.4817,0.0314,,(0.0011),0.8590,0.6228,2.4763,,0.5950,0.0039,0.4003,0.0010,,,0.1331,0.0001,0.0103,,,0.0531,1.1091,0.2720,0.1188,,12.1668
2013,1,True,50,5.7910,0.0314,,(0.0011),0.8449,0.6558,1.1945,,0.5950,0.3914,0.4003,0.1000,,(4.9865),,,0.0103,,,0.0251,0.4253,,0.1188,,5.5963
2013,1,True,70,5.7910,0.0314,,(0.0011),0.8449,0.6558,1.1945,,0.5950,0.2796,0.4003,0.0714,,(3.4414),,,0.0103,,,0.0322,0.5947,,0.1188,,7.1774
2013,1,True,100,5.7910,0.0314,,(0.0011),0.8449,0.6558,1.1945,,0.5950,0.1957,0.4003,0.0500,,(1.9454),,,0.0103,,,0.0391,0.7624,,0.1188,,8.7427
2013,1,False,200,5.7910,0.0314,,(0.0011),0.8449,0.6558,1.1945,,0.5950,0.0979,0.4003,0.0250,,,0.1333,0.0001,0.0103,,,0.0489,0.9983,,0.1188,,10.9444
2013,1,False,300,5.7910,0.0314,,(0.0011),0.8449,0.6558,1.5518,,0.5950,0.0652,0.4003,0.0167,,,0.1333,0.0001,0.0103,,,0.0505,1.0365,,0.1188,,11.3004
2013,1,False,400,5.7910,0.0314,,(0.0011),0.8449,0.6558,1.8890,,0.5950,0.0489,0.4003,0.0125,,,0.1333,0.0001,0.0103,,,0.0521,1.0747,,0.1188,,11.6570
2013,1,False,500,5.7910,0.0314,,(0.0011),0.8449,0.6558,2.4763,,0.5950,0.0391,0.4003,0.0100,,,0.1333,0.0001,0.0103,,,0.0549,1.1440,,0.1188,,12.3042
2013,1,False,600,5.7910,0.0314,,(0.0011),0.8449,0.6558,2.4763,,0.5950,0.0326,0.4003,0.0083,,,0.1333,0.0001,0.0103,,,0.0549,1.1430,,0.1188,,12.2950
2013,1,False,700,5.7910,0.0314,,(0.0011),0.8449,0.6558,2.4763,,0.5950,0.0280,0.4003,0.0071,,,0.1333,0.0001,0.0103,,,0.0549,1.1423,0.0071,0.1188,,12.2955
2013,1,False,800,5.7910,0.0314,,(0.0011),0.8449,0.6558,2.4763,,0.5950,0.0245,0.4003,0.0063,,,0.1333,0.0001,0.0103,,,0.0548,1.1418,0.0188,0.1188,,12.3022
2013,1,False,900,5.7910,0.0314,,(0.0011),0.8449,0.6558,2.4763,,0.5950,0.0217,0.4003,0.0056,,,0.1333,0.0001,0.0103,,,0.0548,1.1414,0.0278,0.1188,,12.3074
2013,1,False,1000,5.7910,0.0314,,(0.0011),0.8449,0.6558,2.4763,,0.5950,0.0196,0.4003,0.0050,,,0.1333,0.0001,0.0103,,,0.0548,1.1411,0.0350,0.1188,,12.3115
2013,1,False,1500,5.7910,0.0314,,(0.0011),0.8449,0.6558,2.4763,,0.5950,0.0130,0.4003,0.0033,,,0.1333,0.0001,0.0103,,,0.0548,1.1401,0.0900,0.1188,,12.3573
2013,1,False,3000,5.7910,0.0314,,(0.0011),0.8449,0.6558,2.4763,,0.5950,0.0065,0.4003,0.0017,,,0.1333,0.0001,0.0103,,,0.0547,1.1391,0.2200,0.1188,,12.4781
2013,1,False,5000,5.7910,0.0314,,(0.0011),0.8449,0.6558,2.4763,,0.5950,0.0039,0.4003,0.0010,,,0.1333,0.0001,0.0103,,,0.0547,1.1387,0.2720,0.1188,,12.5264
2013,2,True,50,5.2414,0.0314,,(0.0024),0.9091,0.5900,1.1945,,0.5950,0.3914,0.4003,0.1000,,(4.7109),,,0.0103,,,0.0238,0.4193,,0.1188,,5.3120
2013,2,True,70,5.2414,0.0314,,(0.0024),0.9091,0.5900,1.1945,,0.5950,0.2796,0.4003,0.0714,,(3.2485),,,0.0103,,,0.0304,0.5788,,0.1188,,6.8001
2013,2,True,100,5.2414,0.0314,,(0.0024),0.9091,0.5900,1.1945,,0.5950,0.1957,0.4003,0.0500,,(1.8352),,,0.0103,,,0.0369,0.7365,,0.1188,,8.2723
2013,2,False,200,5.2414,0.0314,,(0.0024),0.9091,0.5900,1.1945,,0.5950,0.0979,0.4003,0.0250,,,0.1497,0.0001,0.0103,,,0.0462,0.9611,,0.1188,,10.3684
2013,2,False,300,5.2414,0.0314,,(0.0024),0.9091,0.5900,1.5518,,0.5950,0.0652,0.4003,0.0167,,,0.1497,0.0001,0.0103,,,0.0478,0.9992,,0.1188,,10.7244
2013,2,False,400,5.2414,0.0314,,(0.0024),0.9091,0.5900,1.8890,,0.5950,0.0489,0.4003,0.0125,,,0.1497,0.0001,0.0103,,,0.0494,1.0374,,0.1188,,11.0809
2013,2,False,500,5.2414,0.0314,,(0.0024),0.9091,0.5900,2.4763,,0.5950,0.0391,0.4003,0.0100,,,0.1497,0.0001,0.0103,,,0.0523,1.1068,,0.1188,,11.7282
2013,2,False,600,5.2414,0.0314,,(0.0024),0.9091,0.5900,2.4763,,0.5950,0.0326,0.4003,0.0083,,,0.1497,0.0001,0.0103,,,0.0522,1.1058,,0.1188,,11.7190
2013,2,False,700,5.2414,0.0314,,(0.0024),0.9091,0.5900,2.4763,,0.5950,0.0280,0.4003,0.0071,,,0.1497,0.0001,0.0103,,,0.0522,1.1051,0.0071,0.1188,,11.7195
2013,2,False,800,5.2414,0.0314,,(0.0024),0.9091,0.5900,2.4763,,0.5950,0.0245,0.4003,0.0063,,,0.1497,0.0001,0.0103,,,0.0522,1.1046,0.0188,0.1188,,11.7262
2013,2,False,900,5.2414,0.0314,,(0.0024),0.9091,0.5900,2.4763,,0.5950,0.0217,0.4003,0.0056,,,0.1497,0.0001,0.0103,,,0.0521,1.1042,0.0278,0.1188,,11.7314
2013,2,False,1000,5.2414,0.0314,,(0.0024),0.9091,0.5900,2.4763,,0.5950,0.0196,0.4003,0.0050,,,0.1497,0.0001,0.0103,,,0.0521,1.1038,0.0350,0.1188,,11.7355
2013,2,False,1500,5.2414,0.0314,,(0.0024),0.9091,0.5900,2.4763,,0.5950,0.0130,0.4003,0.0033,,,0.1497,0.0001,0.0103,,,0.0521,1.1028,0.0900,0.1188,,11.7813
2013,2,False,3000,5.2414,0.0314,,(0.0024),0.9091,0.5900,2.4763,,0.5950,0.0065,0.4003,0.0017,,,0.1497,0.0001,0.0103,,,0.0520,1.1019,0.2200,0.1188,,11.9021
2013,2,False,5000,5.2414,0.0314,,(0.0024),0.9091,0.5900,2.4763,,0.5950,0.0039,0.4003,0.0010,,,0.1497,0.0001,0.0103,,,0.0520,1.1015,0.2720,0.1188,,11.9504
2013,3,True,50,5.1865,0.0314,,(0.0013),0.8905,0.5803,1.1945,,0.5950,0.3914,0.4003,0.1000,,(4.6693),,,0.0103,,,0.0235,0.4204,,0.3126,,5.4662
2013,3,True,70,5.1865,0.0314,,(0.0013),0.8905,0.5803,1.1945,,0.5950,0.2796,0.4003,0.0714,,(3.2193),,,0.0103,,,0.0301,0.5783,,0.3126,,6.9402
